Local time,Open,High,Low,Close,Volume
07.08.2021 09:00:00.000 GMT+0200,81.021,81.021,81.021,81.021,0
07.08.2021 10:00:00.000 GMT+0200,81.021,81.021,81.021,81.021,0
07.08.2021 11:00:00.000 GMT+0200,81.021,81.021,81.021,81.021,0
07.08.2021 12:00:00.000 GMT+0200,81.021,81.021,81.021,81.021,0
07.08.2021 13:00:00.000 GMT+0200,81.021,81.021,81.021,81.021,0
07.08.2021 14:00:00.000 GMT+0200,81.021,81.021,81.021,81.021,0
07.08.2021 15:00:00.000 GMT+0200,81.021,81.021,81.021,81.021,0
07.08.2021 16:00:00.000 GMT+0200,81.021,81.021,81.021,81.021,0
07.08.2021 17:00:00.000 GMT+0200,81.021,81.021,81.021,81.021,0
07.08.2021 18:00:00.000 GMT+0200,81.021,81.021,81.021,81.021,0
07.08.2021 19:00:00.000 GMT+0200,81.021,81.021,81.021,81.021,0
07.08.2021 20:00:00.000 GMT+0200,81.021,81.021,81.021,81.021,0
07.08.2021 21:00:00.000 GMT+0200,81.021,81.021,81.021,81.021,0
07.08.2021 22:00:00.000 GMT+0200,81.021,81.021,81.021,81.021,0
07.08.2021 23:00:00.000 GMT+0200,81.021,81.021,81.021,81.021,0
08.08.2021 00:00:00.000 GMT+0200,81.021,81.021,81.021,81.021,0
08.08.2021 01:00:00.000 GMT+0200,81.021,81.021,81.021,81.021,0
08.08.2021 02:00:00.000 GMT+0200,81.021,81.021,81.021,81.021,0
08.08.2021 03:00:00.000 GMT+0200,81.021,81.021,81.021,81.021,0
08.08.2021 04:00:00.000 GMT+0200,81.021,81.021,81.021,81.021,0
08.08.2021 05:00:00.000 GMT+0200,81.021,81.021,81.021,81.021,0
08.08.2021 06:00:00.000 GMT+0200,81.021,81.021,81.021,81.021,0
08.08.2021 07:00:00.000 GMT+0200,81.021,81.021,81.021,81.021,0
08.08.2021 08:00:00.000 GMT+0200,81.021,81.021,81.021,81.021,0
08.08.2021 09:00:00.000 GMT+0200,81.021,81.021,81.021,81.021,0
08.08.2021 10:00:00.000 GMT+0200,81.021,81.021,81.021,81.021,0
08.08.2021 11:00:00.000 GMT+0200,81.021,81.021,81.021,81.021,0
08.08.2021 12:00:00.000 GMT+0200,81.021,81.021,81.021,81.021,0
08.08.2021 13:00:00.000 GMT+0200,81.021,81.021,81.021,81.021,0
08.08.2021 14:00:00.000 GMT+0200,81.021,81.021,81.021,81.021,0
08.08.2021 15:00:00.000 GMT+0200,81.021,81.021,81.021,81.021,0
08.08.2021 16:00:00.000 GMT+0200,81.021,81.021,81.021,81.021,0
08.08.2021 17:00:00.000 GMT+0200,81.021,81.021,81.021,81.021,0
08.08.2021 18:00:00.000 GMT+0200,81.021,81.021,81.021,81.021,0
08.08.2021 19:00:00.000 GMT+0200,81.021,81.021,81.021,81.021,0
08.08.2021 20:00:00.000 GMT+0200,81.021,81.021,81.021,81.021,0
08.08.2021 21:00:00.000 GMT+0200,81.021,81.021,81.021,81.021,0
08.08.2021 22:00:00.000 GMT+0200,81.021,81.021,81.021,81.021,0
08.08.2021 23:00:00.000 GMT+0200,80.974,81.101,80.974,81.076,878.23
09.08.2021 00:00:00.000 GMT+0200,81.076,81.107,80.879,80.926,3730.3401
09.08.2021 01:00:00.000 GMT+0200,80.925,80.929,80.834,80.880,3907.52
09.08.2021 02:00:00.000 GMT+0200,80.880,80.902,80.825,80.894,3788.3701
09.08.2021 03:00:00.000 GMT+0200,80.895,81.028,80.895,80.987,5165.2798
09.08.2021 04:00:00.000 GMT+0200,80.989,81.088,80.985,81.048,2852.3601
09.08.2021 05:00:00.000 GMT+0200,81.049,81.082,81.024,81.057,2263.4399
09.08.2021 06:00:00.000 GMT+0200,81.057,81.064,81.024,81.059,1533.61
09.08.2021 07:00:00.000 GMT+0200,81.059,81.086,81.031,81.069,2629.1899
09.08.2021 08:00:00.000 GMT+0200,81.070,81.072,80.966,81.011,5005.1602
09.08.2021 09:00:00.000 GMT+0200,81.010,81.097,80.946,80.946,7000.46
09.08.2021 10:00:00.000 GMT+0200,80.947,80.954,80.854,80.906,6622.5698
09.08.2021 11:00:00.000 GMT+0200,80.905,80.948,80.839,80.925,5699.96
09.08.2021 12:00:00.000 GMT+0200,80.923,80.938,80.855,80.879,4475.75
09.08.2021 13:00:00.000 GMT+0200,80.879,80.994,80.868,80.985,4849.5601
09.08.2021 14:00:00.000 GMT+0200,80.983,81.007,80.889,80.974,6210.3501
09.08.2021 15:00:00.000 GMT+0200,80.974,81.063,80.924,81.033,9222.2305
09.08.2021 16:00:00.000 GMT+0200,81.031,81.042,80.851,80.879,8859.7002
09.08.2021 17:00:00.000 GMT+0200,80.879,80.943,80.865,80.922,6850.54
09.08.2021 18:00:00.000 GMT+0200,80.923,80.940,80.858,80.886,3014
09.08.2021 19:00:00.000 GMT+0200,80.885,80.908,80.845,80.876,2003.85
09.08.2021 20:00:00.000 GMT+0200,80.876,80.927,80.874,80.895,2150.0601
09.08.2021 21:00:00.000 GMT+0200,80.896,80.909,80.859,80.862,1991.25
09.08.2021 22:00:00.000 GMT+0200,80.862,80.889,80.802,80.825,2056.03
09.08.2021 23:00:00.000 GMT+0200,80.853,80.912,80.833,80.844,5586.02
10.08.2021 00:00:00.000 GMT+0200,80.843,80.892,80.822,80.851,1819.41
10.08.2021 01:00:00.000 GMT+0200,80.851,80.878,80.843,80.864,1178.85
10.08.2021 02:00:00.000 GMT+0200,80.864,80.955,80.818,80.901,4245.2002
10.08.2021 03:00:00.000 GMT+0200,80.901,80.916,80.717,80.737,4781.2202
10.08.2021 04:00:00.000 GMT+0200,80.739,80.838,80.708,80.828,3938.8
10.08.2021 05:00:00.000 GMT+0200,80.827,80.841,80.787,80.804,2452.9099
10.08.2021 06:00:00.000 GMT+0200,80.803,80.830,80.768,80.787,2013.3199
10.08.2021 07:00:00.000 GMT+0200,80.788,80.916,80.783,80.885,3182.28
10.08.2021 08:00:00.000 GMT+0200,80.886,80.979,80.840,80.961,5118.3799
10.08.2021 09:00:00.000 GMT+0200,80.961,81.085,80.940,81.008,7348.3101
10.08.2021 10:00:00.000 GMT+0200,81.011,81.081,80.977,81.065,5573.79
10.08.2021 11:00:00.000 GMT+0200,81.063,81.076,80.981,81.019,5154.9302
10.08.2021 12:00:00.000 GMT+0200,81.021,81.092,80.993,81.078,4427.2202
10.08.2021 13:00:00.000 GMT+0200,81.078,81.181,81.072,81.179,4523.4302
10.08.2021 14:00:00.000 GMT+0200,81.180,81.182,81.014,81.091,6388.6699
10.08.2021 15:00:00.000 GMT+0200,81.091,81.157,81.048,81.139,8064.04
10.08.2021 16:00:00.000 GMT+0200,81.140,81.321,81.132,81.216,8170.75
10.08.2021 17:00:00.000 GMT+0200,81.217,81.221,81.141,81.204,4037.25
10.08.2021 18:00:00.000 GMT+0200,81.204,81.262,81.185,81.245,2269.5601
10.08.2021 19:00:00.000 GMT+0200,81.244,81.265,81.228,81.248,1817.64
10.08.2021 20:00:00.000 GMT+0200,81.249,81.272,81.236,81.269,1684.8
10.08.2021 21:00:00.000 GMT+0200,81.270,81.272,81.238,81.261,1197.02
10.08.2021 22:00:00.000 GMT+0200,81.262,81.271,81.227,81.227,1040.04
10.08.2021 23:00:00.000 GMT+0200,81.228,81.313,81.202,81.260,5156.02
11.08.2021 00:00:00.000 GMT+0200,81.260,81.269,81.201,81.239,895.72
11.08.2021 01:00:00.000 GMT+0200,81.239,81.250,81.198,81.219,938.82
11.08.2021 02:00:00.000 GMT+0200,81.220,81.266,81.213,81.241,2336.8301
11.08.2021 03:00:00.000 GMT+0200,81.242,81.260,81.177,81.249,3214.0801
11.08.2021 04:00:00.000 GMT+0200,81.249,81.286,81.220,81.281,2233.53
11.08.2021 05:00:00.000 GMT+0200,81.281,81.299,81.197,81.209,2081.9099
11.08.2021 06:00:00.000 GMT+0200,81.209,81.236,81.194,81.228,1424.27
11.08.2021 07:00:00.000 GMT+0200,81.225,81.261,81.205,81.220,1980.75
11.08.2021 08:00:00.000 GMT+0200,81.219,81.265,81.182,81.211,4772.4102
11.08.2021 09:00:00.000 GMT+0200,81.212,81.244,81.108,81.172,5777.25
11.08.2021 10:00:00.000 GMT+0200,81.172,81.225,81.152,81.174,4480.0801
11.08.2021 11:00:00.000 GMT+0200,81.174,81.203,81.129,81.183,3419.1101
11.08.2021 12:00:00.000 GMT+0200,81.183,81.210,81.132,81.207,3227.5
11.08.2021 13:00:00.000 GMT+0200,81.208,81.238,81.162,81.233,2973.9199
11.08.2021 14:00:00.000 GMT+0200,81.234,81.499,81.198,81.477,14907.2803
11.08.2021 15:00:00.000 GMT+0200,81.477,81.581,81.443,81.495,12398.5
11.08.2021 16:00:00.000 GMT+0200,81.492,81.492,81.403,81.471,6167.96
11.08.2021 17:00:00.000 GMT+0200,81.472,81.490,81.424,81.448,3712.6299
11.08.2021 18:00:00.000 GMT+0200,81.447,81.513,81.445,81.509,2214.54
11.08.2021 19:00:00.000 GMT+0200,81.508,81.524,81.460,81.474,5033.1201
11.08.2021 20:00:00.000 GMT+0200,81.474,81.475,81.416,81.427,3354.8301
11.08.2021 21:00:00.000 GMT+0200,81.426,81.470,81.420,81.452,2213.25
11.08.2021 22:00:00.000 GMT+0200,81.453,81.454,81.407,81.415,1629.54
11.08.2021 23:00:00.000 GMT+0200,81.371,81.459,81.361,81.426,643.93
12.08.2021 00:00:00.000 GMT+0200,81.426,81.460,81.423,81.438,713.99
12.08.2021 01:00:00.000 GMT+0200,81.439,81.441,81.349,81.353,1080.77
12.08.2021 02:00:00.000 GMT+0200,81.352,81.374,81.312,81.315,2593.3101
12.08.2021 03:00:00.000 GMT+0200,81.317,81.342,81.250,81.279,3251.72
12.08.2021 04:00:00.000 GMT+0200,81.278,81.345,81.270,81.312,2748
12.08.2021 05:00:00.000 GMT+0200,81.312,81.344,81.292,81.331,2093.5601
